Title,Department,Location,Salary,Closing Date,UID,URL
"Commissioning and Partnerships Manager - Kent, Surrey and Sussex Probation(Ref: 81768)",HM Prison & Probation Service,"This position is based at NPS 47 GRAND PARADE BRIGHTON, BN2 9QA, NPS 56-58 COLLEGE ROAD MAIDSTONE, ME15 6SJ, NPS COLLEGE HOUSE GUILDFORD, GU1 4RS, NPS RALPHS CENTRE CANTERBURY, CT1 3RH, NPS WORTHING PROBATION ... see the job advert for full location information","Salary : £37,909 to £42,251",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327875,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4ODE2NyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Counter Corruption Unit Business Administrator (Ref: 81618),HM Prison & Probation Service,"This position is based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ","Salary : £30,137 to £31,732",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327842,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4ODEzNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Senior Registered Psychologist- Psychology Services- Directorate of Security HMP Belmarsh (Ref:81744) ,HM Prison & Probation Service,"This position is based at HM Prison Belmarsh, SE28 0EB","Salary : £49,079 to £58,897",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327721,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwNTkmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Homeless Prevention Team (HPT) Lead (Ref: 81741),HM Prison & Probation Service,"These positions are based at NPS 47 GRAND PARADE BRIGHTON, BN2 9QA, NPS 56-58 COLLEGE ROAD MAIDSTONE, ME15 6SJ, NPS COLLEGE HOUSE GUILDFORD, GU1 4RS, NPS RALPHS CENTRE CANTERBURY, CT1 3RH, NPS WORTHING PROBATION ... see the job advert for full location information","Salary : £43,496 to £49,996",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327719,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwNTcmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Probation Officer - HMP Lowdham Grange (Ref: 81693),HM Prison & Probation Service,"These positions are based at HMP Lowdham Grange Lowdham, NG14 7TA","Salary : £30,812 to £38,289",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327709,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwNTAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Delivery and Implementation Manager,House of Commons,Westminster,"Salary : £56,180 to £66,497",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327696,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MDQwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTQwJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Probation Officer - HMP Fosse Way (Ref:81712),HM Prison & Probation Service,This position is based at NMS Fosse Way LE18 4WS,"Salary : £30,812 to £38,289",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327616,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NDAmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg3OTk4JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Senior Digital Content Manager (Ref:81694),Ministry of Justice,"This position is based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ","Salary : £45,824 to £50,039",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327609,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4Nzk4OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Prison Offender Manager POM- 0.5 Part time HMP Bristol(Ref: 81695),HM Prison & Probation Service,"This position is based at HM PRISON BRISTOL BRISTOL, BS7 8PS","Salary : £30,471",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327547,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9NDAmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODg3ODY5JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Nottinghamshire County Sentence Management SPO - County (Ref: 81671),HM Prison & Probation Service,"This position is based at NPS ARRIVAL SQUARE MANSFIELD, NG18 1LP","Salary : £37,909 to £42,251",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327442,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3ODAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
West Midlands Regional Policy Advisor (Plus reserves),Intellectual Property Office,"Newport, NP10 8QQ, West Midlands B19 3SD","Salary : £41,016 to £43,067",Closes : 11:55 pm on Friday 8th December 2023,Reference : 326558,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3Nzk2JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Investment and Engagement Lead,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £37,470 to £45,565",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327209,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NzY1NCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT00MCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Domestic Abuse Safety Officer (Part-time) - Portsmouth (South Central) (Ref: 81575),HM Prison & Probation Service,"This position is based at NMS Portsmouth Civic Offices, PO1 2AL","Salary : £23,637 to £29,046",Closes : 11:55 pm on Friday 8th December 2023,Reference : 327040,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3Mzg2JnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NDAmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Business Administrator HMP Wealstun(Ref: 81573),HM Prison & Probation Service,"This position is based at HM Prison Wealstun, LS23 7AZ","Salary : £25,752 to £27,116",Closes : 11:55 pm on Friday 8th December 2023,Reference : 326967,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODczNDEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Court Usher - Worcester (Ref:81495),HM Courts and Tribunals Service,"This position is based at WORCESTER COMBINED WORCESTER, WR1 1EQ","Salary : £21,149",Closes : 11:55 pm on Friday 8th December 2023,Reference : 326682,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MTI4JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTQwJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Policy advisor - International Data Flows,"Department for Science, Innovation & Technology","Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £31,120 to £37,260",Closes : 11:55 pm on Friday 8th December 2023,Reference : 325949,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3MDE1JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
MoJ Property Directorate - Senior Project Sponsor – Prison Infrastructure (Ref:81450),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £54,358 to £66,670",Closes : 11:55 pm on Friday 8th December 2023,Reference : 326359,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT00MCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODg2ODU3JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Laboratory Liaison Officer (OB23.26),Animal and Plant Health Agency,"APHA Weybridge, New Haw, Addlestone, Surrey, KT15 3NB","Salary : £33,827 to £36,606",Closes : 11:55 pm on Friday 8th December 2023,Reference : 325409,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY4NTYmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Defence Digital Programme Manager,Ministry of Defence,"MoD Corsham-Due to the nature of the role and the IT systems you will be required to use on a regular basis, this role offers limited hybrid working. There will be a requirement for attendance in office ... see the job advert for full location information","Salary : £57,670",Closes : 11:55 pm on Friday 8th December 2023,Reference : 325279,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2Mzk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTQwJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
PJHQ J5 PA & Business Support Manager,Ministry of Defence,"Eastbury, East of England, HA6 3HP","Salary : £28,300",Closes : 11:55 pm on Friday 8th December 2023,Reference : 321798,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODU5NTkmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Specialist Instructional Officer - Electrical Craft,Ministry of Defence,"Gosport, Hampshire","Salary : £28,300",Closes : 11:55 pm on Friday 8th December 2023,Reference : 316088,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4MDczNyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQwJnJlcXNpZz0xNzAxMTg3MjAyLTYwNzliYTEwZmFhY2Y2NzIxYTc3NjUzYWM3MzdkZGJlZTJlNjUzYjc=
Clinical Scientist,UK Health Security Agency,"National Mycobacterium Reference Service- South (NMRS- S), Colindale, NW9 5EQ","Salary : £46,836 to £52,849",Closes : 11:55 pm on Friday 8th December 2023,Reference : 308586,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODcxOTA4JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NDEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
Senior Policy Advisor - Nuclear for Space,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £37,470 to £45,565",Closes : 11:55 pm on Saturday 9th December 2023,Reference : 328505,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4Nzc5JnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NDEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
MMC Deputy Framework Manager – Business Analyst ,Department for Education,"Coventry, West Midlands (England), CV1 2WT : Darlington, North East England, DL1 5QE : Manchester, North West England, M1 2WD : Sheffield, Yorkshire and the Humber, S1 2FJ","Salary : £39,483",Closes : 11:55 pm on Saturday 9th December 2023,Reference : 327174,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHBhZ2U9NDEmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg4NjExJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
"Pay Policy Adviser, Civil Service Pay",Cabinet Office,"Bristol, South West England, BS2 0PS : Glasgow, Scotland, G2 8HS : Salford, North West England, M3 5BN : Newcastle upon Tyne, North East England, NE98 1ZZ : City of Westminster, London (region), SW1A 2HQ ... see the job advert for full location information","Salary : £40,850 to £48,243",Closes : 11:55 pm on Saturday 9th December 2023,Reference : 327276,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc5Mjcmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NDEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
"Approving Authority Design - Mechanical, Electrical, Civil, Building Services and Graduate Engineering Posts (x11)",Ministry of Defence,"Faslane Port, Scotland, G84 8HL","Salary : £35,290",Closes : 11:55 pm on Saturday 9th December 2023,Reference : 321170,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MSZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg1OTk5JnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
National Centre for Geospatial Intelligence – Technology (NCGI-T) – Specialist Engineering Team - Engineer - HEO,Ministry of Defence,"Wyton, East of England, PE28 2AE","Salary : £35,290",Closes : 11:55 pm on Saturday 9th December 2023,Reference : 271350,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NDEmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODU5OTY0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
Senior Radiation Protection Scientist,UK Health Security Agency,"UKHSA Glasgow, G51 4LS","Salary : £38,724 to £44,393",Closes : 10:15 am on Sunday 10th December 2023,Reference : 328168,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT00MSZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgzNTQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
DIO - Senior Project Manager,Ministry of Defence,"HMNB Devonport, Plymouth, PL2 2BG","Salary : £57,670",Closes : 3:45 pm on Sunday 10th December 2023,Reference : 326070,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3ODc1JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQxJnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
Administrative Support Officer,Regulator of Social Housing,"Birmingham, West Midlands (England), B2 4BH : Leeds, Yorkshire and the Humber, LS1 4AP : Manchester, North West England, M1 4BT","Salary : £24,377 to £26,945",Closes : 11:30 pm on Sunday 10th December 2023,Reference : 328361,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNocGFnZT00MSZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4NDYzJnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
Training Support Officer (UKSV),Cabinet Office,"Glasgow, York","Salary : £24,750 to £24,750",Closes : 11:50 pm on Sunday 10th December 2023,Reference : 327982,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNocGFnZT00MSZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4NDA5JnJlcXNpZz0xNzAxMTg3MjA0LTFhZDBjYTJhNzA1ZjcyYzA5YzdkZjViMjAwMjdkNzljYjA4MWNiNTY=
