Title,Department,Location,Salary,Closing Date,UID,URL
"Policy Officer - EU, Devolution, Trade and International",Food Standards Agency,"We offer great flexible working opportunities, and have offices in Belfast, Cardiff or York. Please be aware that this role can only be worked within the UK and not overseas. Travel across the UK will be ... see the job advert for full location information","Salary : £32,505",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326351,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY4NTEmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
**Immigration Enforcement - IMA - Implementation Coordinator    ,Home Office,"Franklin Court – Bedford, Drumkeen House – Belfast, General Buildings – Cardiff, Pembroke House – Castle Donnington, Apollo House – Croydon, Lunar House- Croydon, Priory Court – Dover, Southfield House – ... see the job advert for full location information","Salary : £57,000 to £62,700",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325535,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY4NDcmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Lead Business Architect,HM Revenue and Customs,"Birmingham, Bristol, Cardiff, Croydon, Leeds, Liverpool, Manchester, Newcastle-upon-Tyne, Nottingham, Stratford","Salary : £54,439 to £67,713",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 322783,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2ODI0JnNlYXJjaHBhZ2U9MiZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Crown Court Clerk – Nottingham (Ref: 81446),HM Courts and Tribunals Service,"This position is based at Nottingham Crown Nottingham, NG1 7EL","Salary : £27,223 to £28,613",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326340,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2ODE3JnNlYXJjaHBhZ2U9MiZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
MoJ - Sustainable Construction Manager (Ref: 81269),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £39,868 to £50,039",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326329,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg2ODA4JnNlYXJjaHBhZ2U9MiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
MoJ - Embedding Sustainability Lead (Ref: 81263),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £54,358 to £66,670",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326297,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4Njc4NSZzZWFyY2hwYWdlPTImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Senior Performance Analyst,Department for Education,"Bristol, South West England, BS2 0EL : Coventry, West Midlands (England), CV1 2WT : Darlington, North East England, DL1 5QE : Manchester, North West England, M1 2WD : Sheffield, Yorkshire and the Humber, ... see the job advert for full location information","Salary : £53,669",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325503,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY3NjImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Customer Service Team Member ,Rural Payments Agency,"Bridgwater, Bristol, Cambridge, Carlisle, Crewe, Exeter, Leeds, Newcastle-upon-Tyne, Nottingham, Reading, Worcester, Workington, York","Salary : £22,150",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325177,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY3MTcmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
HMP Highpoint - Facilitator: Group Worker (Ref:81428),HM Prison & Probation Service,"This position is based at HM Prison Highpoint, CB8 9YG","Salary : £30,471",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326159,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJmpvYmxpc3Rfdmlld192YWM9MTg4NjY2MiZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Correspondence and Operations Officers,Cabinet Office,York,"Salary : £27,750 to £29,000",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 326095,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY1OTMmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
"Business Administrator (Executive Officer - 1 role available) - Strategy and Innovation Directorate, Ministry of Justice (Ref: 81396)",Ministry of Justice,"This position is based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ, 5 WELLINGTON PLACE LEEDS, LS1 4AP","Salary : £27,223 to £32,760",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325999,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY0NTMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Probation Services Officer - Programme Facilitator - Somerset - Bath and North Somerset - Full Time - Part Time (Ref: 81410),HM Prison & Probation Service,"These positions are based at NPS RIVERSIDE HOUSE BRIDGWATER, TA6 3HW, NPS THE OLD CONVENT BATH, BA2 4JE, Yeovil County, BA20 2QD, NMS Deane House, TA1 1HE","Salary : £23,637 to £29,046",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325992,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2NDM5JnNlYXJjaHBhZ2U9MiZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Pre-Release Team - Probation Service Officer (Ref: 81308),HM Prison & Probation Service,"This position is based at HMYOI Stoke Heath, TF9 2JL, HM PRISON BIRMINGHAM, B18 4AS","Salary : £23,637 to £29,046",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325981,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2NDM1JnNlYXJjaHBhZ2U9MiZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Crown Court Clerk (Ref:81344),HM Courts and Tribunals Service,"This position is based at WINCHESTER COMBINED WINCHESTER, SO23 9EL","Salary : £27,223 to £28,613",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325984,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY0MzImb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
"Head of the International, Rights and Constitutional Policy, Director's Office (Ref: 81264)",Ministry of Justice,"This position is based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ, 5 WELLINGTON PLACE LEEDS, LS1 4AP","Salary : £54,358 to £66,670",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325669,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg4NjE5MSZzZWFyY2hwYWdlPTImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Head of External Affairs and Insights,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £61,580 to £73,440",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323394,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yJmpvYmxpc3Rfdmlld192YWM9MTg4NjEyMyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDExODcxMzEtMjliYTUzYTRhMjA1NWY4N2FiYTdhMGRhMTAwNjlmMTVmOGJhOGYxMA==
Travel Trade Sales and Marketing Manager,Royal Botanic Gardens Kew,Kew Gardens,"Salary : £43,123",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325496,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4NjA2NSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
"Partnership Manager - Nature Recovery, Sussex and Kent (Ref: 5570)",Natural England,South East England,"Salary : £45,055",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325457,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0zJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODYwMzkmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Senior Infrastructure Engineer (Linux & Storage Support),Companies House,"Hybrid working available, but successful candidate must have the ability to attend our Cardiff office to carry out remedial work on our physical server infrastructure.","Salary : £33,134 to £49,000",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325288,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4NTkyOCZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Head of Financial Operations & Control,"Department for Culture, Media and Sport","London, Manchester","Salary : £54,395 to £69,676",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 324653,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODg1ODk3JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Design Lead,Rural Payments Agency,"Bridgwater, Bristol, Cambridge, Carlisle, Crewe, Exeter, Leeds, Newcastle-upon-Tyne, Nottingham, Reading, Worcester, Workington, York","Salary : £49,403 to £55,823",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323928,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0zJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4NTc3MiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Construction Design Engineer,FCDO Services,"Hanslope, South East England, MK19 7BH","Salary : £43,026 to £50,491",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325086,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0zJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODU3NjcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Senior Occupational Hygienist Royal Navy,Ministry of Defence,"Gosport, South East England, PO12 2DL","Salary : £43,080",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 325043,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JmpvYmxpc3Rfdmlld192YWM9MTg4NTc0MCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Band 4 Civilian Dental Nurse,Ministry of Defence,"Dental Centre Abingdon, Dalton Barracks, Abingdon, OX13 6JB","Salary : £25,147 to £27,596",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323001,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODg1NzAxJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
AO Finance Assistance,Ministry of Defence,"Coltman House, DMS Whittington, Lichfield, Staffordshire WS14 9PY","Salary : £24,040",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323983,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg1Njg0JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Senior User Researcher,HM Revenue and Customs,"Bristol, Cardiff, Edinburgh, Leeds, Manchester, Newcastle-upon-Tyne, Telford, Worthing","Salary : £54,439 to £60,183",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323967,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg4NTY4MCZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
JEXU Operational Policy Advisor (Ref: 81141),HM Prison & Probation Service,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £46,549 to £60,478",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 324800,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0zJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODU1MTImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
SDA Project Manager,Ministry of Defence,"HMNB Clyde, Faslane, Helensburgh, Argyll and Bute, G84 0EH","Salary : £42,600 to £45,800",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 324632,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg1MzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Recreation Craftsperson - Moors Valley,Forestry Commission,"Moors Valley Country Park & Forest, Ashley Heath, Dorset","Salary : £23,098",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323783,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg0OTE2JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTMmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Forest Wilding Project Manager,Forestry Commission,"Pickering, Yorkshire and the Humber, YO18 7EL","Salary : £27,779 to £30,168",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323715,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0zJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NDc4NyZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Service Quality Inspector - 3 Posts ID2023-7574,Scottish Government,Glasgow,"Salary : £26,999 to £29,122",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323726,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NDU2NCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTMmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
Volunteer Administration Officer,Forestry Commission,"Westonbirt National Arboretum, Tetbury, Glos., GL8 8QS","Salary : £23,098 to £23,098",Closes : 11:55 pm on Tuesday 28th November 2023,Reference : 323201,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0zJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODQ0MzcmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmcmVxc2lnPTE3MDExODcxMzMtM2ExOTYzYTMzNGRkMmE1ZjhlNjJhZDFlOWYwOTgwOTZmM2VmNDI1YQ==
